gene	mean	median	longest_isoform	merged
ENSG00000286402.1_5	4425	4425	4425	4425
ENSG00000198673.11_12	2460	2608	4045	4314
ENSG00000242922.2_5	478	478	478	478
ENSG00000257528.1_3	1455	1455	1455	1455
ENSG00000213363.4_3	605	605	605	605
ENSG00000252883.1	72	72	72	72
ENSG00000257880.1_11	477	477	477	477
ENSG00000258316.1_5	1126	1126	1126	1126
ENSG00000135655.16_12	10715	14950	14971	16562
ENSG00000200814.1	107	107	107	107
ENSG00000061987.16_12	7448	5871	13263	13527
ENSG00000257568.1_10	848	848	848	848
ENSG00000202034.1	98	98	98	98
ENSG00000221949.6_8	1940	1940	1940	1940
ENSG00000257354.2_11	8693	8693	8693	8693
ENSG00000275180.2_10	1043	1043	1043	1043
ENSG00000199179.1	85	85	85	85
ENSG00000111110.12_8	6454	6454	6454	6454
ENSG00000238475.1	104	104	104	104
ENSG00000241941.2_7	403	403	403	403
ENSG00000213352.3_3	1007	1007	1007	1007
ENSG00000200296.1	164	164	164	164
ENSG00000252660.1	102	102	102	102
ENSG00000139239.7_5	645	645	645	645
ENSG00000257779.1_9	327	327	327	327
ENSG00000250517.2_7	2183	2183	3224	3350
ENSG00000257235.1_10	535	535	535	535
ENSG00000257664.1_5	491	491	491	491
ENSG00000166148.4_7	6222	6222	6222	6222
ENSG00000279444.1_7	333	333	333	333
ENSG00000257332.1_5	933	933	933	933
ENSG00000258117.2_12	474	474	474	474
ENSG00000177990.12_9	3976	3976	3976	3976
ENSG00000249753.2_11	275	275	275	275
ENSG00000257005.1_7	304	304	304	304
ENSG00000290896.1_1	2751	2751	2751	2751
ENSG00000255583.3_12	679	679	679	679
ENSG00000240027.2_10	255	255	255	255
ENSG00000118600.13_9	1854	1854	1854	1854
ENSG00000255850.2_10	922	922	1282	1835
ENSG00000255642.1_5	1875	1875	1875	1875
ENSG00000265796.1	70	70	70	70
ENSG00000196935.10_11	16163	16163	22920	23893
ENSG00000242087.2_7	306	306	306	306
ENSG00000256571.1_9	515	515	515	515
ENSG00000256399.1_7	1220	1220	1220	1220
ENSG00000255780.1_7	254	254	254	254
ENSG00000255886.1_10	671	671	671	671
ENSG00000287618.1_5	595	595	595	595
ENSG00000255817.1_10	390	390	390	390
ENSG00000255629.1_10	462	462	462	462
ENSG00000174206.13_8	3099	2698	4159	5496
ENSG00000212298.1	107	107	107	107
ENSG00000243024.7_10	1015	1015	1565	1565
ENSG00000251788.1	116	116	116	116
ENSG00000185306.13_13	4209	4209	4483	4483
ENSG00000256192.1_7	354	354	354	354
ENSG00000256293.2_10	620	620	620	620
ENSG00000238440.1	104	104	104	104
ENSG00000184575.12_12	6370	6370	6370	6370
ENSG00000255566.1_10	504	504	504	504
ENSG00000277895.1_10	1311	1311	1311	1311
ENSG00000183735.11_13	2891	2957	3046	3187
ENSG00000288665.1_7	228	228	228	228
ENSG00000153179.14_14	2283	2283	3507	3961
ENSG00000256199.1_11	712	712	712	712
ENSG00000223294.1	77	77	77	77
ENSG00000256670.1_10	254	254	254	254
ENSG00000207546.1	97	97	97	97
ENSG00000225195.2_11	281	281	281	281
ENSG00000256314.1_10	482	482	482	482
ENSG00000280320.1_8	360	360	360	360
ENSG00000280181.1_8	1056	1056	1056	1056
ENSG00000135677.11_15	3535	3520	5081	5320
ENSG00000111490.15_11	7132	7764	8312	8888
ENSG00000288591.1_4	6883	6883	6883	6883
ENSG00000238592.1	106	106	106	106
ENSG00000286682.1_6	1381	1381	1381	1381
ENSG00000243020.1_5	744	744	744	744
ENSG00000255693.3_9	1990	1869	3546	5740
ENSG00000248995.2_9	447	447	447	447
ENSG00000221564.1	95	95	95	95
ENSG00000198671.3_10	1058	1058	1058	1058
ENSG00000156076.10_9	1977	1977	1977	1977
ENSG00000207099.1	107	107	107	107
ENSG00000255700.2_7	586	586	586	586
ENSG00000289319.1_1	727	727	727	727
ENSG00000174106.3_7	4780	4780	4780	4780
ENSG00000276853.1_9	656	656	656	656
ENSG00000174099.12_12	3085	4280	4571	5589
ENSG00000250280.2_9	3457	3457	3457	3457
ENSG00000215208.3_5	1297	1297	1297	1297
ENSG00000250748.6_11	815	745	1072	3304
ENSG00000255866.2_10	994	994	994	994
ENSG00000256268.3_10	1683	1683	1862	2988
ENSG00000256915.2_10	1098	1098	1098	1098
ENSG00000213344.2_5	471	471	471	471
ENSG00000241749.4_8	1015	1023	1144	2035
ENSG00000149948.14_11	2796	1788	8094	13704
ENSG00000277945.1_9	301	301	301	301
ENSG00000197301.7_10	2797	2797	4617	5594
ENSG00000211577.1	120	120	120	120
ENSG00000256083.1_11	454	454	454	454
ENSG00000256259.1_9	376	376	376	376
ENSG00000213343.5_7	480	480	480	480
ENSG00000251857.1_2	118	118	118	118
ENSG00000139233.7_9	4452	4452	7728	7975
ENSG00000228144.2_12	984	984	984	984
ENSG00000239335.4_7	623	623	623	623
ENSG00000155957.19_9	1414	916	2876	3799
ENSG00000090376.11_7	3920	1853	8328	9688
ENSG00000225422.4_7	1156	1156	1156	1156
ENSG00000266539.1	67	67	67	67
ENSG00000256072.1_10	523	523	523	523
ENSG00000256777.1_5	712	712	712	712
ENSG00000222744.1	305	305	305	305
ENSG00000127311.10_5	3472	3472	3472	3472
ENSG00000238528.1	104	104	104	104
ENSG00000155974.14_17	5029	5052	5147	5712
ENSG00000256285.1_5	171	171	171	171
ENSG00000256420.1_7	1800	1800	1800	1800
ENSG00000257083.7_13	769	728	1296	2264
ENSG00000279310.1_8	261	261	261	261
ENSG00000255976.1_5	639	639	639	639
ENSG00000237766.2_5	1125	1125	1125	1125
ENSG00000111530.13_9	11176	11176	11176	11176
ENSG00000286563.1_3	1743	1743	1743	1743
ENSG00000256037.1_5	604	604	604	604
ENSG00000256355.1_5	715	715	715	715
ENSG00000256172.1_9	741	741	741	741
ENSG00000203585.4_9	1012	712	1766	2954
ENSG00000256077.5_10	362	362	382	574
ENSG00000127334.11_12	5548	5548	8888	8888
ENSG00000235872.2_10	777	777	777	777
ENSG00000255970.1_9	3135	3135	3135	3135
ENSG00000279505.1_7	117	117	117	117
ENSG00000255772.5_6	476	476	509	715
ENSG00000256835.1_7	281	281	281	281
ENSG00000255733.6_11	1334	902	2608	3531
ENSG00000244432.2_7	155	155	155	155
ENSG00000236946.2_6	1087	1087	1087	1087
ENSG00000256708.1_7	373	373	373	373
ENSG00000111537.5_8	1211	1211	1211	1211
ENSG00000111536.5_8	1066	1066	1066	1066
ENSG00000127318.11_10	884	884	1165	1173
ENSG00000111554.15_10	2651	2718	2980	5005
ENSG00000251301.8_13	1830	1097	3447	5184
ENSG00000256273.1_8	476	476	476	476
ENSG00000273824.1_9	1407	1407	1407	1407
ENSG00000256075.1_7	1162	1162	1162	1162
ENSG00000256917.1_7	177	177	177	177
ENSG00000240087.3_7	888	888	888	888
ENSG00000289173.2_2	523	523	523	523
ENSG00000127314.18_13	2108	1038	13378	14315
ENSG00000234040.3_7	318	318	318	318
ENSG00000206650.1	142	142	142	142
ENSG00000234925.2_5	475	475	475	475
ENSG00000247363.3_10	1596	1607	1733	2572
ENSG00000241825.2_7	679	679	679	679
ENSG00000111581.10_9	4025	3004	6213	6405
ENSG00000233560.2_5	1433	1433	1433	1433
ENSG00000175782.11_8	17722	17722	17722	17722
ENSG00000289595.2_2	1217	1217	1217	1217
ENSG00000256678.1_10	469	469	469	469
ENSG00000135679.27_14	1685	1361	7490	7694
ENSG00000256325.1_9	374	374	374	374
ENSG00000257181.1_11	785	785	785	785
ENSG00000256664.1_7	439	439	439	439
ENSG00000135678.12_13	5126	6627	6636	6772
ENSG00000252770.1	62	62	62	62
ENSG00000257289.1_7	219	219	219	219
ENSG00000263910.1	81	81	81	81
ENSG00000257336.1_5	301	301	301	301
ENSG00000252547.1	85	85	85	85
ENSG00000258140.2_10	1383	1383	1383	1383
ENSG00000111605.18_14	2740	2072	6584	6695
ENSG00000257818.1_5	1089	1089	1089	1089
ENSG00000274979.1_8	5309	5309	5309	5309
ENSG00000090382.7_6	905	669	1490	1724
ENSG00000257764.2_10	599	599	599	599
ENSG00000127337.7_6	1284	1284	1468	1501
ENSG00000266185.1	296	296	296	296
ENSG00000241765.2_7	340	340	340	340
ENSG00000257507.1_7	423	423	423	423
ENSG00000166225.9_9	6639	6600	6768	6836
ENSG00000264405.1	102	102	102	102
ENSG00000166226.13_6	1944	1916	2189	2260
ENSG00000198812.5_7	2344	2344	2344	2344
ENSG00000127325.19_15	2145	1876	3419	6303
ENSG00000279551.1_3	1396	1396	1396	1396
ENSG00000247131.6_11	2544	2544	2544	2544
ENSG00000127328.22_11	3919	2530	9646	11353
ENSG00000258052.1_14	548	548	548	548
ENSG00000166268.11_9	2189	2173	3590	3601
ENSG00000257815.9_14	2063	1369	5260	9671
ENSG00000257241.1_11	434	434	434	434
ENSG00000257139.1_8	578	578	578	578
ENSG00000287132.1_6	2181	2181	2181	2181
ENSG00000111596.14_14	3583	3152	4753	6909
ENSG00000289283.1_1	1309	1309	1309	1309
ENSG00000279530.2_8	2733	2733	2733	2733
ENSG00000135643.5_6	4717	4717	4717	4717
ENSG00000222405.1	140	140	140	140
ENSG00000258168.6_11	5903	5903	5903	5903
ENSG00000127329.16_16	6993	5974	12301	12940
ENSG00000277247.1_8	472	472	472	472
ENSG00000153233.13_12	2503	2632	3427	4058
ENSG00000257302.1_5	939	939	939	939
ENSG00000207387.1	102	102	102	102
ENSG00000257265.1_10	541	541	541	541
ENSG00000257454.1_11	544	544	544	544
ENSG00000258053.1_11	565	565	565	565
ENSG00000127324.9_8	1271	1168	1516	1698
ENSG00000139292.13_7	3349	2800	4583	4583
ENSG00000277223.1_9	446	446	446	446
ENSG00000288530.1_4	527	527	527	527
ENSG00000133858.17_8	3430	1771	7037	7589
ENSG00000212461.1	129	129	129	129
ENSG00000173451.7_7	2552	2552	4432	5004
ENSG00000258064.1_12	771	771	771	771
ENSG00000139291.14_8	3717	3717	5662	6402
ENSG00000257515.1_10	577	577	577	577
ENSG00000080371.6_6	15558	15558	15558	15558
ENSG00000257410.1_10	1431	1431	1431	1431
ENSG00000257991.1_8	363	363	363	363
ENSG00000121749.16_14	3833	3157	6184	6276
ENSG00000257802.1_7	1201	1201	1201	1201
ENSG00000139287.13_7	2360	2360	2360	2360
ENSG00000258115.1_10	819	819	819	819
ENSG00000072657.10_10	11047	11047	11047	11047
ENSG00000236333.4_9	4354	3434	7270	7794
ENSG00000257287.1_7	354	354	354	354
ENSG00000257723.1_5	639	639	639	639
ENSG00000258235.1_10	381	381	381	381
ENSG00000216084.1	195	195	195	195
ENSG00000258294.5_10	981	981	981	981
ENSG00000258123.1_7	1256	1256	1256	1256
ENSG00000257682.1_10	729	729	729	729
ENSG00000243164.1_8	374	374	374	374
ENSG00000252415.1	109	109	109	109
ENSG00000257750.2_9	477	477	495	680
ENSG00000201809.1	135	135	135	135
ENSG00000251138.7_12	1852	1456	3857	7277
ENSG00000272231.1	83	83	83	83
ENSG00000257587.1_8	342	342	342	342
ENSG00000264155.1	82	82	82	82
ENSG00000258332.3_9	2009	2009	2009	2009
ENSG00000258320.1_8	1386	1386	1386	1386
ENSG00000257183.1_11	529	529	529	529
ENSG00000257113.1_8	280	280	280	280
ENSG00000257364.1_3	773	773	773	773
ENSG00000253719.4_7	7596	7596	7596	7596
ENSG00000257386.1_10	375	375	375	375
ENSG00000257323.1_7	300	300	300	300
ENSG00000188646.6_7	368	368	368	368
ENSG00000257998.1_7	814	814	814	814
ENSG00000257434.1_8	1302	732	2631	3188
ENSG00000166006.14_11	3301	3026	5596	6056
ENSG00000254451.2_10	1109	1109	1751	1991
ENSG00000258112.1_5	1000	1000	1000	1000
ENSG00000180881.21_18	3133	2801	5072	5221
ENSG00000257823.1_7	906	906	906	906
ENSG00000273987.1_9	689	689	689	689
ENSG00000173401.10_13	1152	1152	1172	1172
ENSG00000180481.11_10	1682	1816	2590	3771
ENSG00000139278.10_9	5812	5812	5812	5812
ENSG00000257497.2_12	1482	1482	1482	1482
ENSG00000111615.14_10	5539	5539	10104	10104
ENSG00000258077.2_12	730	730	748	1385
ENSG00000257777.1_7	1505	1505	1505	1505
ENSG00000286259.1_6	2828	2828	2828	2828
ENSG00000258245.1_5	303	303	303	303
ENSG00000251893.2	153	153	153	153
ENSG00000258088.1_11	742	742	742	742
ENSG00000264062.1	89	89	89	89
ENSG00000258091.1_7	255	255	255	255
ENSG00000243420.2	297	297	297	297
ENSG00000257329.1_9	358	358	358	358
ENSG00000198923.4_7	197	197	197	197
ENSG00000139289.15_12	5827	5827	5913	5913
ENSG00000257453.1_8	569	569	569	569
ENSG00000257839.1_8	779	779	779	779
ENSG00000187109.15_18	2871	1762	13159	13952
ENSG00000257941.1_7	578	578	578	578
ENSG00000258304.1_7	390	390	390	390
ENSG00000257872.1_7	1186	1186	1186	1186
ENSG00000252858.1	105	105	105	105
ENSG00000257219.6_10	1591	1591	1943	2108
ENSG00000223273.1	298	298	298	298
ENSG00000179941.9_10	3568	3568	3568	3568
ENSG00000091039.17_11	6161	7125	7239	7358
ENSG00000257526.3_12	613	613	613	613
ENSG00000287030.1_5	1300	1300	1300	1300
ENSG00000213272.5_8	800	800	800	800
ENSG00000271142.1_3	658	658	658	658
ENSG00000243071.1_8	480	480	480	480
ENSG00000241045.1_5	753	753	753	753
ENSG00000258090.1_7	724	724	724	724
ENSG00000186908.15_10	4732	4732	4732	4732
ENSG00000175183.10_8	801	831	910	1140
ENSG00000257910.1_8	571	571	571	571
ENSG00000257199.2_9	591	591	591	591
ENSG00000165891.16_14	5511	5511	5725	5728
ENSG00000286476.1_3	748	748	748	748
ENSG00000238769.1	100	100	100	100
ENSG00000257677.2_10	1059	1059	1059	1059
ENSG00000067798.16_13	8229	7386	10219	11349
ENSG00000257835.2_11	652	652	652	652
ENSG00000289040.1_1	1890	1890	1890	1890
ENSG00000258066.1_8	376	376	376	376
ENSG00000258225.1_10	475	475	475	475
ENSG00000257220.1_6	668	668	668	668
ENSG00000258220.1_9	1264	1264	1264	1264
ENSG00000258084.6_10	1650	1650	2298	2811
ENSG00000257879.1_10	1010	1010	1010	1010
ENSG00000257165.5_10	401	401	525	718
ENSG00000257564.1_7	589	589	589	589
ENSG00000257948.2_10	773	727	971	1883
ENSG00000067715.15_10	4307	4591	6181	8243
ENSG00000257191.1_10	716	716	716	716
ENSG00000257894.2_12	1134	1134	1820	2014
ENSG00000238890.1	73	73	73	73
ENSG00000221788.1	65	65	65	65
ENSG00000266390.1	87	87	87	87
ENSG00000263757.1	93	93	93	93
ENSG00000257604.1_9	243	243	243	243
ENSG00000243714.2	294	294	294	294
ENSG00000257474.5_8	691	691	816	1272
ENSG00000257956.1_5	385	385	385	385
ENSG00000177425.11_10	8991	8991	8991	8991
ENSG00000258048.1_8	354	354	354	354
ENSG00000058272.19_13	4348	4639	5620	5848
ENSG00000277130.1_9	682	682	682	682
ENSG00000258044.1_8	667	667	667	667
ENSG00000201942.1_2	115	115	115	115
ENSG00000257557.2_9	3234	3234	3234	3234
ENSG00000271496.1_5	205	205	205	205
ENSG00000239473.1_5	739	739	739	739
ENSG00000238842.1	67	67	67	67
ENSG00000165899.12_13	9960	9960	9982	10994
ENSG00000230291.5_7	435	435	435	435
ENSG00000222880.1	278	278	278	278
ENSG00000139304.8	3746	3746	6888	7122
ENSG00000257786.1_5	544	544	544	544
ENSG00000257429.1_10	734	734	734	734
ENSG00000111046.4_6	1329	1329	1329	1329
ENSG00000111049.4_6	1540	1540	1540	1540
ENSG00000257741.6_9	1207	1207	1207	1207
ENSG00000111052.8_9	6121	6121	6121	6121
ENSG00000207763.1	97	97	97	97
ENSG00000258215.1_7	554	554	554	554
ENSG00000208022.1	98	98	98	98
ENSG00000111058.8_13	5528	5528	8391	8413
ENSG00000258026.2_11	882	882	882	882
ENSG00000265227.1	74	74	74	74
ENSG00000139220.17_15	4363	4033	5674	6557
ENSG00000257467.6_9	889	899	1080	1320
ENSG00000258162.4_11	1812	1615	3351	7367
ENSG00000258375.2_9	1125	1125	1125	1125
ENSG00000257609.1_7	679	679	679	679
ENSG00000257747.2_9	1375	1375	1375	1375
ENSG00000258193.1_7	331	331	331	331
ENSG00000133773.12_12	1585	1585	1585	1585
ENSG00000221260.2	102	102	102	102
ENSG00000221121.1	115	115	115	115
ENSG00000127720.8_9	2064	2064	2064	2064
ENSG00000257875.1_7	493	493	493	493
ENSG00000258170.1_10	459	459	459	459
ENSG00000257837.1_10	277	277	277	277
ENSG00000257431.1_8	3141	3141	3141	3141
ENSG00000286043.1_6	1034	1034	1034	1034
ENSG00000179104.9_6	4854	5669	6211	7766
ENSG00000252220.1	103	103	103	103
ENSG00000213270.5_7	860	860	860	860
ENSG00000258338.1_8	742	742	742	742
ENSG00000288941.1_1	2498	2498	2498	2498
ENSG00000257124.2_11	569	569	569	569
ENSG00000289309.1_2	1534	1534	1534	1534
ENSG00000285191.1_8	538	538	538	538
ENSG00000257729.2_11	633	633	733	961
ENSG00000221148.1	125	125	125	125
ENSG00000258358.2_9	1254	1254	1254	1254
ENSG00000257296.1_7	429	429	429	429
ENSG00000072041.18_13	4213	4524	4993	10796
ENSG00000258073.1_7	145	145	145	145
ENSG00000289218.1_1	401	401	401	401
ENSG00000231738.11_8	1018	1018	1018	1018
ENSG00000133640.20_10	5414	5414	5414	5414
ENSG00000180318.4_6	1332	1332	1332	1332
ENSG00000258815.1_8	519	519	519	519
ENSG00000257855.1_9	362	362	362	362
ENSG00000263449.1	68	68	68	68
ENSG00000258206.1_7	553	553	553	553
ENSG00000198774.5_9	5515	5515	5515	5515
ENSG00000133636.11_6	1020	1020	1239	1239
ENSG00000182050.14_10	9721	2573	25470	26933
ENSG00000258178.1_8	1258	1258	1258	1258
ENSG00000257897.1_7	745	745	745	745
ENSG00000258185.2_11	450	450	450	450
ENSG00000289369.1_1	1768	1768	1768	1768
ENSG00000264077.1	81	81	81	81
ENSG00000280049.1_7	508	508	508	508
ENSG00000242850.3_5	445	445	445	445
ENSG00000258205.1_7	117	117	117	117
ENSG00000257648.1_3	172	172	172	172
ENSG00000258173.1_7	34	34	34	34
ENSG00000258128.2_7	1372	1372	1451	2406
ENSG00000257912.1_7	777	777	777	777
ENSG00000257940.1_8	554	554	554	554
ENSG00000258179.1_7	265	265	265	265
ENSG00000240721.2_5	795	795	795	795
ENSG00000165805.10_11	1618	1618	1711	1729
ENSG00000133641.18_6	2829	2829	2829	2829
ENSG00000198707.17_17	5961	7763	8696	10009
ENSG00000252747.1_2	78	78	78	78
ENSG00000257752.1_7	703	703	703	703
ENSG00000139324.12_9	7192	7192	7192	7192
ENSG00000289384.2_2	917	917	1322	1322
ENSG00000199245.1	109	109	109	109
ENSG00000049130.16_10	3914	5441	5737	5821
ENSG00000281333.2_10	573	573	653	973
ENSG00000252850.1	158	158	158	158
ENSG00000278011.1_8	334	334	334	334
ENSG00000289174.1_1	1391	1391	1391	1391
ENSG00000246363.4_12	4177	4177	4177	4177
ENSG00000257629.1_7	219	219	219	219
ENSG00000238302.1	63	63	63	63
ENSG00000257820.1_5	286	286	286	286
ENSG00000139318.8_9	2220	1959	3627	3773
ENSG00000274021.1_11	2257	2257	2257	2257
ENSG00000286608.1_3	1168	1168	1168	1168
ENSG00000271327.1_10	1495	1495	1495	1495
ENSG00000271259.1_8	540	540	540	540
ENSG00000139323.14_9	2184	2531	3096	3435
ENSG00000226982.4_7	2578	2578	2578	2578
ENSG00000259075.6_10	3821	3821	5436	5500
ENSG00000257594.4_10	5385	5385	5385	5385
ENSG00000270344.4_10	8158	8158	8158	8158
ENSG00000279939.1_7	286	286	286	286
ENSG00000258302.2_11	1711	1711	1711	1711
ENSG00000070961.17_13	6522	7091	7214	7364
ENSG00000266347.1	101	101	101	101
ENSG00000271614.1_6	3632	3632	3632	3632
ENSG00000258216.7_12	780	675	1118	2134
ENSG00000252207.1_2	107	107	107	107
ENSG00000257480.1_3	919	919	919	919
ENSG00000252823.1	94	94	94	94
ENSG00000258290.1_5	340	340	340	340
ENSG00000257725.1_8	400	400	400	400
ENSG00000257194.2_10	926	926	926	926
ENSG00000258183.6_10	1093	1211	1494	2824
ENSG00000286021.3_8	2391	1791	5232	9766
ENSG00000257995.1_10	310	310	310	310
ENSG00000288102.1_6	872	872	872	872
ENSG00000257787.2_10	862	862	979	979
ENSG00000197651.4_8	2962	2962	2962	2962
ENSG00000196243.5_8	1406	1406	1406	1406
ENSG00000083782.8_10	1482	1482	1482	1482
ENSG00000139330.6_7	2203	2203	2203	2203
ENSG00000139329.5_8	2671	2671	2671	2671
ENSG00000011465.18_10	1617	823	6850	10681
ENSG00000258148.2_9	234	234	234	234
ENSG00000289605.1_1	2373	2373	2373	2373
ENSG00000258100.3_11	1197	1197	1343	1643
ENSG00000286049.1_4	1837	1837	1837	1837
ENSG00000277738.1_12	758	758	758	758
ENSG00000258125.1_10	247	247	247	247
ENSG00000258224.1_7	109	109	109	109
ENSG00000257893.3_9	1542	1542	1542	1542
ENSG00000257863.1_8	1011	1011	1011	1011
ENSG00000257242.9_11	1908	2158	3007	4166
ENSG00000286907.1_5	1847	1847	1847	1847
ENSG00000287714.1_5	1932	1932	1932	1932
ENSG00000133639.6_9	4629	4629	4629	4629
ENSG00000245904.6_13	3259	2181	5699	9471
ENSG00000239201.1_5	478	478	478	478
ENSG00000199895.1	101	101	101	101
ENSG00000277851.2_10	859	859	859	859
ENSG00000205057.6_7	686	686	686	686
ENSG00000257127.6_8	3357	3357	3897	4236
ENSG00000266923.1_11	1968	1968	1968	1968
ENSG00000205056.9_11	10626	10626	10626	10626
ENSG00000258262.1_10	865	865	865	865
ENSG00000238865.1	96	96	96	96
ENSG00000187510.11_13	2893	2184	4641	6175
ENSG00000102189.17_10	9839	9839	9839	9839
ENSG00000258012.1_7	1195	1195	1195	1195
ENSG00000257195.1_5	928	928	928	928
ENSG00000202534.1	107	107	107	107
ENSG00000257345.2_9	810	810	898	1251
ENSG00000257322.7_12	880	687	1543	2849
ENSG00000207365.1	107	107	107	107
ENSG00000270506.1_10	484	484	484	484
ENSG00000256393.1_5	78	78	78	78
ENSG00000257746.2_11	1356	1441	1754	2985
ENSG00000221617.1	94	94	94	94
ENSG00000257210.1_5	481	481	481	481
ENSG00000258171.2_10	1425	1425	1575	2286
ENSG00000238361.1	104	104	104	104
ENSG00000201502.1	80	80	80	80
ENSG00000257512.1_7	633	633	1133	1133
ENSG00000257252.7_12	999	814	1983	3236
ENSG00000239073.1	101	101	101	101
ENSG00000173598.14_8	5050	3607	9753	9994
ENSG00000177889.10_8	2365	1989	4877	5943
ENSG00000200011.1	102	102	102	102
ENSG00000198015.14_10	6898	1983	15560	15981
ENSG00000243015.2	282	282	282	282
ENSG00000258271.1_9	430	430	430	430
ENSG00000246985.8_10	1743	1542	3325	4341
ENSG00000120833.14_11	2469	2391	3733	5786
ENSG00000186076.5_9	765	765	765	765
ENSG00000169372.13_7	1021	1056	1403	2616
ENSG00000258274.1_11	1587	1587	1587	1587
ENSG00000264978.1	295	295	295	295
ENSG00000258303.1_9	779	779	779	779
ENSG00000257283.1_10	540	540	540	540
ENSG00000271382.1_10	2773	2773	2773	2773
ENSG00000223126.1	309	309	309	309
ENSG00000257360.1_7	1261	1261	1261	1261
ENSG00000136040.9_9	3920	2455	7492	7994
ENSG00000258035.2_11	2094	2094	2261	3085
ENSG00000287237.1_5	636	636	636	636
ENSG00000258172.1_10	493	493	493	493
ENSG00000258365.1_10	598	598	796	1116
ENSG00000173588.16_15	3312	3130	3686	5295
ENSG00000244391.2	305	305	305	305
ENSG00000213250.5_5	1226	1226	1226	1226
ENSG00000278916.1_6	2482	2482	2482	2482
ENSG00000257400.1_11	420	420	420	420
ENSG00000244091.1	285	285	285	285
ENSG00000258357.1_7	780	780	780	780
ENSG00000236349.1_5	1296	1296	1296	1296
ENSG00000266099.1	71	71	71	71
ENSG00000057704.13_15	5117	5117	5874	6013
ENSG00000257847.1_5	273	273	273	273
ENSG00000216306.3_5	1012	1012	1012	1012
ENSG00000208038.1	116	116	116	116
ENSG00000184752.14_9	505	524	698	698
ENSG00000120798.17_13	2363	1918	4058	4533
ENSG00000180263.14_10	5872	4568	9291	9528
ENSG00000257121.1_7	515	515	515	515
ENSG00000237774.3_7	630	630	630	630
ENSG00000028203.19_11	4510	4510	4510	4510
ENSG00000289437.1_1	923	923	923	923
ENSG00000202470.1	103	103	103	103
ENSG00000257666.1_5	521	521	521	521
ENSG00000212535.1	108	108	108	108
ENSG00000289476.1_1	935	935	935	935
ENSG00000199172.1	94	94	94	94
ENSG00000265917.1	62	62	62	62
ENSG00000257943.2_11	1580	1257	2284	2784
ENSG00000289510.2_2	1211	1211	1211	1211
ENSG00000258313.1_10	369	369	369	369
ENSG00000222544.1	107	107	107	107
ENSG00000241556.1_8	465	465	465	465
ENSG00000111142.14_9	2150	1862	3400	3471
ENSG00000136014.12_12	2871	2830	4008	4372
ENSG00000257150.4_12	1304	1377	2148	2390
ENSG00000212448.1	98	98	98	98
ENSG00000074527.13_8	2515	2014	3621	3909
ENSG00000258343.2_11	550	550	634	830
ENSG00000199506.1	107	107	107	107
ENSG00000258292.1_7	393	393	393	393
ENSG00000139343.11_4	606	552	815	1313
ENSG00000165972.13_10	2258	2258	2599	4282
ENSG00000285030.1_4	629	629	629	629
ENSG00000139344.8_7	2226	2226	2226	2226
ENSG00000084110.11_8	3458	3846	3892	3913
ENSG00000257878.3_9	1231	1231	1231	1231
ENSG00000111144.10_8	2024	2025	2140	2372
